128,8,12.2809,1.71926,0.578387,1.03156,0.616034
128,8,14.1674,1.61643,0.615247,1.0009,0.837563
128,8,14.5853,1.60073,0.621539,1.08135,0.563786
128,8,13.9235,1.45237,0.681345,1.05068,0.484642
128,8,12.3159,1.49138,0.663002,1.09931,0.544776
128,8,13.3584,1.32165,0.752148,0.986988,0.37377
128,8,13.0011,1.64413,0.60285,1.28331,0.6139
128,8,13.4327,1.48825,0.669936,1.03246,0.540741
128,8,13.9435,1.48248,0.672379,1.00118,0.446429
128,8,15.3119,1.06513,0.936565,1.0148,0.25
128,8,13.1914,1.52498,0.648366,1.01523,0.56044
128,8,14.4238,1.60072,0.621125,1.07232,0.614786
128,8,15.668,1.55956,0.637334,1.05158,0.726872
128,8,15.1412,1.65906,0.598717,1.01481,0.645161
128,8,16.1605,1.52324,0.654279,1.00042,0.607287
128,8,13.5127,1.27182,0.780646,1.73789,0.316294
128,8,15.8221,1.17261,0.852638,1.00921,0.439716
128,8,13.8637,1.69312,0.586666,1.01389,0.669421
128,8,13.9825,1.19631,0.836353,0.996399,0.330435
128,8,14.1807,1.46905,0.674149,1.03573,0.479452
128,8,13.4787,1.59668,0.622864,1.00322,0.626556
128,8,13.2988,1.86873,0.53005,1.01536,0.752212
128,8,11.9221,1.47041,0.676986,1.04016,0.525735
128,8,10.7512,1.6776,0.592318,0.974122,0.642276
128,8,16.5925,1.70977,0.57631,1.04068,0.742081
128,8,14.9973,1.5616,0.635537,1.32581,0.572519
128,8,11.4611,1.70014,0.583807,1.0336,0.676349
128,8,11.5763,1.64364,0.606309,1.02358,0.585938
128,8,13.8905,1.3005,0.767989,1.05964,0.363636
128,8,16.6424,1.13484,0.874082,1.93813,0.471631
128,8,13.515,1.24359,0.799779,1.49192,0.477941
128,8,14.3302,1.36698,0.731098,0.997211,0.490566
128,8,15.1188,1.33641,0.746055,1.00734,0.411043
128,8,11.644,1.73356,0.573246,0.989413,0.698565
128,8,14.9534,1.72728,0.574183,1.08485,0.627615
128,8,12.0929,1.73932,0.571843,1.00632,0.714286
128,8,11.5505,1.46186,0.682407,0.996109,0.456835
128,8,12.6926,1.55721,0.638636,1.03669,0.551095
128,8,14.8783,1.4982,0.664437,1.03188,0.510714
128,8,12.8531,1.23482,0.807474,1.24929,0.303681
128,8,11.8493,1.29887,0.76298,0.992064,0.547718
128,8,11.6095,1.50854,0.658548,1.16264,0.501792
128,8,12.6575,1.41775,0.704824,0.989317,0.470588
128,8,17.0353,1.18032,0.848018,1.013,0.275229
128,8,11.2714,1.30979,0.761832,1.04897,0.511364
128,8,12.6928,1.28124,0.780127,1.05561,0.408027
128,8,11.8531,1.06055,0.945204,1.04428,0.152231
128,8,13.3917,1.16288,0.856452,0.979599,0.26615
128,8,13.4512,1.24812,0.796644,1.02615,0.345238
128,8,11.2425,1.16432,0.854608,1.03285,0.279778
128,8,16.3482,1.32909,0.747369,1.44295,0.459075
128,8,17.1098,1.88112,0.525675,1.04624,0.751073
128,8,16.3514,1.46062,0.675063,1.14255,0.635628
128,8,16.2154,1.66403,0.596148,1.08209,0.65
128,8,16.8307,1.17662,0.84859,1.33778,0.285294
128,8,16.12,1.70199,0.583165,0.999322,0.746479
128,8,12.5875,1.43698,0.689565,1.00513,0.498258
128,8,13.8681,1.68225,0.591584,0.985261,0.607438
128,8,14.3924,1.62622,0.606889,1.04767,0.562992
128,8,11.4246,1.46967,0.678189,1.00692,0.494662
128,8,14.6124,1.79822,0.546073,1.22248,0.737778
128,8,13.3167,1.43699,0.685532,1.58526,0.492958
128,8,14.4164,1.69783,0.585667,1.06472,0.653153
128,8,13.713,1.63345,0.609088,1.04246,0.573171
128,8,12.668,1.16631,0.853582,1.00299,0.294278
128,8,11.8138,1.75181,0.563994,1.34718,0.895288
128,8,13.3034,1.55197,0.641085,1.02812,0.534979
128,8,11.6417,1.59132,0.624757,1.03462,0.612903
128,8,12.8962,1.19527,0.833104,0.992052,0.304225
128,8,14.8145,1.81867,0.545043,1.01635,0.751111
128,8,12.2844,1.22607,0.813889,1.29371,0.34104
128,8,11.5725,1.29414,0.764057,1.94044,0.341772
128,8,10.8917,1.26675,0.784562,1.01057,0.349693
128,8,11.7212,1.98665,0.498208,1.04421,0.790476
128,8,11.3237,1.27825,0.781083,1.00832,0.366071
128,8,12.275,1.71693,0.573567,1.01134,0.675
