128,4,12.3099,1.14054,0.875454,1.00104,0.587379
128,4,13.946,1.66845,0.593055,0.948057,0.740541
128,4,14.4466,1.41876,0.704387,0.920398,0.545082
128,4,14.2322,1.59793,0.623062,0.9442,0.643617
128,4,12.5182,1.47921,0.673897,0.913806,0.611354
128,4,12.8885,1.02175,0.976761,1.25791,0.422594
128,4,12.7064,0.928943,1.08146,0.956588,0.274648
128,4,13.5977,1.68615,0.589268,0.980311,0.795918
128,4,14.1699,1.35534,0.72799,2.07828,0.424893
128,4,15.7519,0.93058,1.07536,1.35868,0.275472
128,4,13.1691,1.45053,0.687571,0.9194,0.610092
128,4,13.8919,1.69823,0.584931,0.996338,0.849673
128,4,14.9637,1.76838,0.561813,0.940902,0.821429
128,4,15.0449,1.59896,0.622567,1.00972,0.767442
128,4,16.1138,1.30303,0.765311,1.1016,0.690217
128,4,14.5552,1.12545,0.886627,0.937265,0.321799
128,4,14.6801,1.346,0.742019,0.940705,0.525862
128,4,13.9525,1.56427,0.637216,0.956978,0.820988
128,4,13.6379,1.42312,0.70095,0.938196,0.566524
128,4,14.0635,1.68942,0.589144,0.977737,0.761628
128,4,13.6938,1.4959,0.66638,0.913581,0.651163
128,4,13.6409,1.51134,0.659372,0.948897,0.736041
128,4,11.8123,1.42815,0.699719,0.953207,0.647887
128,4,11.4771,1.60365,0.620506,0.955646,0.755208
128,4,16.7871,1.36482,0.727909,0.997578,0.665025
128,4,15.1883,1.58286,0.629869,0.95039,0.664894
128,4,12.0204,1.71633,0.578938,0.924177,0.80829
128,4,10.8155,1.46031,0.68178,0.987805,0.586364
128,4,13.8555,1.24834,0.800545,1.01041,0.666667
128,4,16.3625,1.4227,0.701109,0.939609,0.562189
128,4,13.3432,1.29358,0.771831,0.926459,0.367347
128,4,14.4004,1.40777,0.711077,0.953164,0.521186
128,4,14.6122,1.11699,0.89213,1.49896,0.530233
128,4,11.5621,1.2893,0.775303,1.01323,0.466403
128,4,14.7339,1.16872,0.853679,1.01984,0.592417
128,4,12.0689,1.6063,0.620074,0.936159,0.751412
128,4,11.2286,1.21833,0.82035,0.944122,0.409594
128,4,13.0946,1.41358,0.706101,0.980795,0.565789
128,4,15.0633,1.24645,0.801431,0.94201,0.418868
128,4,12.6878,1.32102,0.757379,0.937247,0.42723
128,4,12.2842,1.16297,0.860603,0.929548,0.614583
128,4,11.2312,1.3651,0.73158,0.947193,0.444954
128,4,12.8141,1.374,0.72658,0.937426,0.510121
128,4,16.0577,1.17065,0.855962,0.948754,0.309524
128,4,11.8532,1.19382,0.837617,0.983331,0.389286
128,4,12.566,1.51581,0.658596,0.927288,0.603093
128,4,11.6894,1.37863,0.725105,0.935214,0.516667
128,4,13.5048,1.1509,0.866543,0.955964,0.333333
128,4,12.9677,1.24055,0.803357,0.957472,0.324219
128,4,12.0916,1.13279,0.88585,0.925221,0.303754
128,4,16.2708,1.14639,0.872407,0.954264,0.443478
128,4,16.3362,1.49732,0.663739,1.09538,1
128,4,16.5738,1.54926,0.643386,0.981953,0.675824
128,4,18.119,1.37281,0.723928,0.933451,0.568889
128,4,17.1765,0.97704,1.02703,0.987725,0.333333
128,4,16.2646,1.60837,0.618466,0.955273,0.837662
128,4,12.3319,1.41813,0.699485,1.47216,0.599119
128,4,13.492,1.46468,0.680643,0.976416,0.542857
128,4,13.8101,1.00743,0.996032,0.995216,0.32342
128,4,11.6656,1.40424,0.710436,0.923067,0.565022
128,4,14.221,1.68684,0.588872,1.01821,0.852459
128,4,13.3887,1.29426,0.768227,1.47088,0.4375
128,4,14.5223,1.55928,0.638155,0.99819,0.694444
128,4,13.8845,1.54797,0.643461,0.949937,0.633484
128,4,13.1662,1.13018,0.885953,0.957947,0.327526
128,4,11.2711,1.4947,0.665414,1.23583,0.57513
128,4,13.6333,1.25792,0.791775,0.928854,0.406716
128,4,10.7709,1.55824,0.63965,0.960515,0.652406
128,4,12.4664,1.17093,0.85574,0.971862,0.466667
128,4,14.7367,1.47353,0.676441,1.00972,0.657005
128,4,12.3867,1.20308,0.83175,0.930538,0.379182
128,4,11.9465,1.2167,0.811202,1.88838,0.345455
128,4,10.5654,1.39037,0.718512,0.947445,0.46789
128,4,12.0152,1.78791,0.556661,0.972628,0.816327
128,4,10.4356,1.30598,0.761429,0.999033,0.411017
128,4,12.1472,1.37792,0.723997,0.974598,0.881988
